,Unnamed: 0,Name,Years,Age,Duration,Rating,VoteCount,Summary,Review_Count,Seasons,Star1,Star2,Star3,EpisodeCount,baslangic,isFinal,Sınıf,EpsPerSeason,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Game-Show,History,Music,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Talk-Show,others,HasLove,HasFamily,HasIstanbul,Basrol_Class1,Basrol_Class2,Basrol_Class3,Basrol_Class4
811,823,Yilanlarin Öcü,2014–2015,7.0,83.0,4.9,38000.0,The impossible and rebellious love of Kara Bayram and Fatma.,4.0,2.0,Cenk Torun,Senay Gürler,Dolunay Soysert,1.0,2014,1,2,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
812,824,Disko Krali,2008–2012,7.0,83.0,7.1,513749.99999999977,The program consists Okan interviewing various celebrities and segments of his unique brand of humour. Guests from the program are chatting about the work they are doing and some audiences are allowed to participate in the call over the phone.,2.0,3.0,Halil Kumova,Nurgül Yesilçay,Hüseyin Aksen,42.0,2008,1,3,14.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,825,Büyük Yalan,2004–2006,7.0,83.0,3.5,126000.0,A coincidence brings Reyhan and Emirhan together. The two young people whose fates had crossed the day they were born meet again at the wedding table. But an interesting future awaits them.,4.0,2.0,Kida Khodr Ramadan,Erkan Petekkaya,Mehrdad Sedighian,13.0,2004,1,2,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,826,Kadin Isterse,2004–2006,7.0,83.0,3.6,436000.0,"Canan, who is married and has two children, loses his beauty over time. She has already been aged over the aesthetic problems that have already existed. In contrast, his wife Zafer is a very well-groomed man. His interest in his wife has diminished over time. The women around them are attracted to attention. Zafer, his assistant is in love with Alev.",2.0,2.0,Sinan Çaliskanoglu,Sinasi Yurtsever,,52.0,2004,1,2,26.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
815,827,Büyük Bulusma,2004–2008,7.0,83.0,3.0,73000.0,"People who come to the end of the world's life are faced with the reflection of their conscience at the spacious door. Amil, who welcomes them at the spacious gate, will remind them of the finest goodness and evil they do. People will keep the path to heaven or hell.",4.0,4.0,Nebahat Çehre,Asli Tandogan,Pamir Pekin,6.0,2004,1,3,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,828,Diger Yarim,2014,7.0,83.0,5.7,92000.0,"Two twin sisters, who grew up separately and with different values, come together again.",2.0,2.0,Ece Uslu,Sinan Sümer,Burcu Kara,51.0,2014,0,2,26.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,829,Dünya Güzellerim Masada,2023– ,7.0,83.0,7.0,23000.0,"Bülent Ersoy, Banu Alkan and Safiye Soyman are back with their entertaining conversations on YouTube. Our beautiful ladies are on a new journey now",1.0,4.0,Kaan Urgancioglu,Safak Sezer,Volkan Girgin,9.0,2023,0,3,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
818,830,Genis Açi,2019,7.0,83.0,8.1,1200.0,Unknown,1.0,4.0,Turabi Çamkiran,Acun Ilicali,Merve Aydin,2.0,2019,0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
819,831,Benim Hayatim,2021,7.0,120.0,4.6,128000.0,"Hayat, who came to Istanbul with her father Ökkes for her dreams, participates in the fashion competition of Harisoglu Holding. Holding owner Yilmaz finds himself in a circle of revenge when his father's old enemy turns up. Yilmaz's unexpected marriage proposal, who wants to be a big family, will have a bomb effect on everyone.",5.0,2.0,Nurgül Yesilçay,Engin Altan Düzyatan,Ugur Polat,5.0,2021,0,2,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
820,832,Vay Anam Vay,2001–2002,7.0,83.0,6.2,89000.0,"Kibar Ana, her son and three daughters, loses her life because of Viagra, whom her husband takes too much, and then falls in the waters of the dam in the village and setstles next to her children in Istanbul.",2.0,2.0,Asli Bekiroglu,Keremcem,Ece Dizdar,20.0,2001,1,2,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
821,833,Yeni Hayat,2001,7.0,83.0,5.1,25000.0,Unknown,4.0,2.0,Gökmen Kasabali,Zamire Zeynep Özdemir,Eren Kurtel,73.0,2001,0,2,36.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,834,Kaçis,2021,7.0,30.0,2.6,231000.0,"Thrilling and action-packed missions, changing concepts in each episode, and a breathtaking chase. Who will win the prize?",1.0,2.0,Özlem Gezgin,Bir Tahir,Özlem Zengin,71.0,2021,0,2,36.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
823,835,Bütün Çocuklarim,2004,7.0,83.0,4.9,109000.0,Unknown,4.0,2.0,Almeda Abazi,Murat Ceylan,Yunus Günçe,13.0,2004,0,2,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,836,Arkadasim Hosgeldin,2013–2015,7.0,83.0,7.8,3300.0,"The characters in the program director, actor, pianist and occasional consists of every episode guest players.",2.0,2.0,Hazal Subasi,Ozan Dolunay,,5.0,2013,1,2,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,837,Stand Up Evreni,2021,7.0,83.0,5.9,129000.0,"Screenwriter, academician, cartoonist, award-winning actor - This universe has them all. A real ""Stand-Up Universe"" emerges when stand-up comedians who tell their stories in the time allotted to them are accompanied by independent sketches by talented actors.",2.0,2.0,Inanç Benlioglu,Meltem Dag,Basak Zebil,101.0,2021,0,2,45.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,838,N'olur Ayrilalim,2016,7.0,83.0,4.6,64000.0,"There is a modern father who believes that every daughter she marries and divorces marries with the love of her life. And he tells the funny story of Turgay, who is trying to turn it into a television show. Azize is trying to find the love of his life between two men.",4.0,2.0,Yücel Erten,Ahmet Uz,Ali Mert Yavuzcan,90.0,2016,0,2,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
827,839,Lise Devriyesi,2017,7.0,83.0,5.3,217000.0,Unknown,1.0,2.0,Biran Damla Yilmaz,Aras Aydin,Özgür Çevik,17.0,2017,0,2,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
828,841,Acans,2021,7.0,83.0,7.1,513749.99999999977,"The story of the advertising agency employees and their confused president trying to cope with the capricious customers, troubled celebrities and the crises they face every day.",1.0,2.0,Olgun Simsek,Asli Tandogan,Mert Firat,38.0,2021,0,2,19.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,842,Yaz'in Öyküsü,2015,7.0,83.0,4.5,90000.0,"Growing up in dorm Yaz tries to stand on her own feet. But things do not go well. In this mixed period, she meets her mother and father, whom she has never seen before. Yaz will have difficulty accepting them first, but then she will do her best to become a family.",4.0,2.0,Alisan,Hande Kazanova,Arzu Yanardag,13.0,2015,0,2,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
830,843,Milat,2015,7.0,95.0,6.4,110000.0,Follows the 1990's New South Wales' backpacker murders.,10.5,2.0,Sermiyan Midyat,Ebru Cündübeyoglu,Burçin Oraloglu,23.0,2015,0,2,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
831,844,Pulsar,2008–2009,7.0,75.0,5.9,77000.0,The adventures of a little boy and a dog he finds on the street.,2.0,2.0,Tolga Çevik,Sarp Bozkurt,Firat Parlak,43.0,2008,1,2,22.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
832,845,Doksanlar,2013–2014,7.0,100.0,4.3,184000.0,Stories of Turkey in the nineties.,2.0,2.0,Günes Hayat,Ali Meriç,Zeynep Çamci,14.0,2013,1,2,7.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,846,Ibo Show,2020– ,7.0,83.0,5.5,81000.0,Music show of Ibrahim Tatlises and his guests.,1.0,2.0,Ilker Aksum,Ramiz Mullamusa,Selin Genç,8.0,2020,0,2,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
834,847,Agir Roman Yeni Dünya,2012,7.0,83.0,3.2,49000.0,Unknown,4.0,2.0,Perran Kutman,Selçuk Yöntem,Çetin Tekindor,3.0,2012,0,2,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
835,848,Mesut Süre ile Iliski Testi,2018– ,7.0,83.0,9.1,1200.0,"A show about relations in which couples, especially married couples are the guests. A legendary program on youtube with its unique approach to honesty and trust in relationships.",12.0,2.0,Zeynep Çamci,Emrah Kaman,Burak Serdar Sanal,10.0,2018,0,2,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,849,Canim Ailem,2008–2010,7.0,100.0,7.5,1200.0,"Samim, who did not take any responsibility in life until the age of 45, had to take care of his 3 orphan nephews and he has to live in the same neighborhood with his fiancee, whom he left years ago.",1.0,2.0,Emir Berke Zincidi,Begüm Birgören,Emre Kizilirmak,8.0,2008,1,2,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,850,Survivor 2017 Turkey,2017,7.0,83.0,4.7,51000.0,Unknown,2.5,3.0,Mustafa Kotan,,,12.0,2017,0,3,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,851,Türkan,2010–2011,7.0,83.0,6.7,190000.0,"The real life of Turkan Saylan, an education volunteer and a pioneer in the fight against leprosy.",16.0,2.0,Demet Evgar,Emre Karayel,,13.0,2010,1,2,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
839,852,Ihanet,2010,7.0,83.0,4.1,50000.0,A assassination occurred in one of Turkey's largest conglomerates. A young policeman whose assassinated ending sister is murdered enters into a great struggle to get his sister's revenge. One dimension of this struggle is the holding and international business relations.,10.5,2.0,Türkan Soray,Hazim Körmükcü,Firat Tanis,3.0,2010,0,2,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,853,Çiçek Taksi,1995–2003,7.0,83.0,6.0,1300.0,"A cab stop in Istanbul... The stop's owner Ramazan, is an old skilled driver. Sly, serious, sober and fatherly...A big cab family with Celal the actor, Seker Kazim, Kenan, Omer, Erdal, Ekrem and the stop's tea maker Abuzer... The never ending problems of their families, contradictions and plenty of happenings they experience with their customers.",2.0,2.0,Duygu Yetis,Kenan Ece,Ebru Akel,24.0,1995,1,2,12.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
841,854,Sehirden Uzakta,2020–2022,7.0,83.0,6.2,28000.0,"Settling down outside of the city seems more appealing every day but how will it work in reality? Kivanc Kasabali, who wants to turn the idea of moving into a village into a real experience, will be faced with special people and stories.",1.0,2.0,Kadir Dogulu,Melisa Sözen,Mustafa Ugurlu,4.0,2020,1,2,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
842,855,Kehribar,2016,7.0,83.0,6.6,176000.0,The series tells the bully Orhan Yarimcali's life.,10.5,2.0,Tugce Altug,Sahin Irmak,Gülin Ermis,26.0,2016,0,2,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,856,Saban Askerde,1993–1994,7.0,83.0,6.4,513749.99999999977,Unknown,2.0,2.0,Ümit Akdemir,Pervin Balci,Osman Iskender Bayer,13.0,1993,1,2,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,857,Hatasiz Kul Olmaz,2014,7.0,83.0,4.1,44000.0,"Things get mixed up when a foreign man comes to a quiet town. Because the town is not really that tame, nor is he so foreign. After that day nothing will be like the old and all secrets will be revealed.",4.0,2.0,Sibil Çetinkaya,Ahmet Aksöz,,13.0,2014,0,2,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,858,Kalbim Yangin Yeri,2016–2017,7.0,83.0,5.4,81000.0,Unknown,4.0,2.0,,,,4.0,2016,1,2,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,859,Çimen Show,2023– ,7.0,83.0,8.4,73000.0,"The humor feast, moderated with high-energy questions by Cem Workers and Fazli Polat, who are loved for their fun attitudes and quick-wittedness, where the audience freely share interesting stories from their own lives without being stuck in a certain stereotyped format, continues with all the conflicts between the two.",1.0,2.0,Murat Kurt,Deniz Çikmaz,,5.0,2023,0,2,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
847,860,Ege'nin Hamsisi,2018,7.0,83.0,5.0,165000.0,"The naive encounter of two different cultures of the region with funny, emotional and entertaining events around the Black Sea and Egeli two restaurant owners offering great tastes of the regions.",2.0,2.0,Erdal Besikçioglu,Kaan Urgancioglu,Osman Kot,13.0,2018,0,2,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,861,Ögretmen Kemal,2010–2011,7.0,83.0,5.3,38000.0,Devoted teacher Professor Kemal tries to be the positive force on wealthy high school students' lives. Sudden death of one student makes Professor Kemal very suspicious. And he starts investigating the case.,4.0,2.0,Sönmez Atasoy,Fadik Sevin Atasoy,Kenan Çoban,13.0,2010,1,2,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,862,Türk Mali,2017,7.0,120.0,2.7,276000.0,"It is the 2nd version of Türk Mali. The new life of Erman Kuzu, who is divorced from Abiye, is told in the series.",2.0,2.0,Erdal Besikçioglu,Kaan Urgancioglu,Osman Kot,13.0,2017,0,2,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,863,Vurgun,2019,7.0,83.0,5.1,156000.0,The series is about the story of Kemal waking from a coma ten years later.,4.0,2.0,Sönmez Atasoy,Fadik Sevin Atasoy,Kenan Çoban,13.0,2019,0,2,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,864,Ne Münasebet,2015,7.0,83.0,5.7,83000.0,a man and a woman who are constantly fighting each other but still have to work together.,2.0,2.0,Eser Yenenler,Oguzhan Koç,Ibrahim Büyükak,13.0,2015,0,2,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
852,865,Askin Halleri,2012,7.0,83.0,4.9,11000.0,Unknown,2.0,2.0,Keremcem,Yasemin Ergene,Kuzey Vargin,11.0,2012,0,2,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,866,Karakol,2011,7.0,83.0,6.1,97000.0,"The Ministry of the Interior develops a new project on the increase in the crime rate. Previously dismissed, with different forms of work, but capable policemen to work again. A pilot unit is launched for this. A special unit called the ""operation team"" is stationed in a locality with the highest crime rate in Istanbul.",10.5,2.0,,,,13.0,2011,0,2,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
854,867,Sevgili Dünürüm,2007–2008,7.0,83.0,6.1,221000.0,"The story of the hilarious clashes between two in-laws, the rich but graceless Ahmet and teacher Yildiz; and the intense efforts of their children who are married to keep the two families together.",2.0,2.0,Erdal Besikçioglu,Nur Fettahoglu,Tuvana Türkay,8.0,2007,1,2,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
855,868,Kayip Prenses,2008–2017,7.0,83.0,5.7,58500.0,"Defne, a fairy girl, falls in love with a person when she comes to earth to do good. Their love is irreplaceable, unforgettable and irreplaceable. For the sake of this love, the fairy gives up immortality, infinite powers, being the Queen of the fairy world. She chooses to live on earth as an ordinary human being.",2.0,2.0,Yekta Kopan,Levent Kol,,70.0,2008,1,2,35.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
856,870,Bizim Okul,2013,7.0,83.0,2.8,97000.0,"A school of life where students learn new lessons in lessons, at the same time have fun together, build solid friendships, learn to be with their friends during difficult times. The 10-A class, where the disgruntled students of the school come together, is the fear of the teachers.",2.0,2.0,Yekta Kopan,Levent Kol,,70.0,2013,0,2,35.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
857,872,Ibi,2015,7.0,83.0,6.6,69000.0,"Ibi and her best friend, Tosi the turtle, go on a variety of adventures in Baldiyar, learn new things and solve others' problems using math and critical thinking while making friends along the way.",7.0,3.0,Hakan Boyav,Kenan Çoban,Ali Sürmeli,6.0,2015,0,3,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
858,873,Güldüy Güldüy Show Çocuk,2016–2017,7.0,83.0,4.4,75000.0,Do you want to see the sketches of Güldür Güldür Show from children's world?,2.0,2.0,Nur Fettahoglu,Engin Öztürk,Ipek Karapinar,13.0,2016,1,2,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
859,874,Üvey Baba,1998–2004,7.0,83.0,5.6,115000.0,"Halil, who is a relentless stepfather to two daughters, leeches off his family and never stops getting his family into troubles because of monetary issues.",4.0,2.0,Tugay Inanoglu,,,8.0,1998,1,2,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
860,875,Bay Kamber,1994,7.0,83.0,6.6,513749.99999999977,"Kamber served as a police officer for many years. In this process, he infuriated his superiors with his incompetence, ignorance and stupidity. One day, his superior finally convinces him to retire and he achieves his goal of getting rid of him, but it cannot be said that he got rid of him completely.",2.0,2.0,Bülent Kayabas,Tülay Bursa,Keremcan Köse,80.0,1994,0,2,40.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,876,Otisabi,2013,7.0,83.0,7.0,230000.0,Adventures of a chronic bachelor in Istanbul who narrates his various experiences with women.,2.0,2.0,Kemal Dogulu,Ugurkan Erez,Seray Sever,13.0,2013,0,2,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
862,877,Kaynanalar,1974–2005,7.0,83.0,6.9,453000.0,"Nuri Kantar and his family migrate from Anatolia to Istanbul. While family members continue their traditional lives, they also try to keep up with the rules of the big city.",2.0,4.5,Fikret Kuskan,Senay Gürler,Arif Erkin Güzelbeyoglu,46.0,1974,1,3,9.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
863,878,Yalan Dünya,2007,7.0,83.0,5.0,58000.0,Unknown,2.0,2.0,Saruhan Hünel,Arkin Gelenbe,Emel Pala,101.0,2007,0,2,45.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,879,Mahallenin Muhtarlari,1992–2002,7.0,83.0,6.1,1100.0,"Friendships, love, resentment, family fights in a loving neighborhood, and dozens of events that are always sweet, even if painful.",1.0,2.0,Kerim Afsar,Erol Alpsoykan,Özlem Argon,13.0,1992,1,2,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
865,880,Türk Mali,2010–2011,7.0,83.0,3.6,1400.0,Erman and Abiye are married for twenty years and are very squeezed together. They have to tolerate each other. Their life becomes more difficult with two troubled children and a brother-in-law. The life of the Kuzu Family changes with the neighbors moved to the side of the building.,2.0,2.0,Oktay Kaynarca,Öykü Celik,Meltem Cumbul,4.0,2010,1,2,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
866,881,Iki Yalanci,2017,7.0,83.0,4.8,118000.0,What if two liars get together?,1.0,2.0,Nik Xhelilaj,Elif Atakan,Devrim Evin,4.0,2017,0,2,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867,882,Serce Sarayi,2015,7.0,83.0,5.4,81000.0,Unknown,4.0,2.0,Ipek Karapinar,Sahra Sas,Emel Göksu,24.0,2015,0,2,12.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,883,Söhret,2005–2007,7.0,83.0,3.5,129000.0,The story of a poor girl who takes revenge on the man she loves after becoming famous.,4.0,2.0,Ahmet Kayakesen,Gizem Sevim,Goncagül Sunar,13.0,2005,1,2,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
869,884,Yalaza,2017–2018,7.0,83.0,5.1,46000.0,"Ibrahim does not have much of a problem except for his four grown daughters, three wacky groom-to-be, his senile father, his naughty little son. Until that ""most important day"" of his life comes.",2.0,2.0,Atakan Hosgören,Rami Narin,Atabik Mohsin,8.0,2017,1,2,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
870,885,Yol Ayrimi,2012–2013,7.0,83.0,5.4,302000.0,"Yol Ayrimi adapted from Kemal Tahir's book of the same takes place in 1930's Turkey. The homeland, which hundreds of thousands of people saved in the War of Independence, is now fighting for democracy.",2.0,2.0,Barkin Senüren,,,98.0,2012,1,2,45.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,886,Zehirli Çiçek,2000,7.0,83.0,3.0,38000.0,"Nazan, Nilgün and Aysin are very close friends and they spend their childhood together. Each of them has their own revenge regarding the past.",4.0,2.0,Hakan Kandal,,,20.0,2000,0,2,10.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,887,Veda,2012,7.0,83.0,5.7,63000.0,"In the story set in 1920s Istanbul, an impossible love blossoming in the mansion of Minister of Finance Mehmet Resat Bey. Will the adopted Mehpare and Kemal be able to live a free love in a captive city?",16.0,2.0,Hakan Kandal,,,2.0,2012,0,2,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
873,888,Yalnizim Mesut Bey,2022– ,7.0,83.0,8.0,161000.0,"A new format with Mesut Süre, which has drawn a unique and pioneering path both in the world of humor and in the field of talk shows. Mesut Süre talks to the lonely, about loneliness, the reasons for loneliness, whether loneliness is ""sultanism"" or ""desperation"", over the loneliness of his guests - in his own words - ""making people laugh like a bear"".",1.0,3.0,Hakan Kandal,,,20.0,2022,0,3,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
874,889,Görüs Günü Kadinlari,2013,7.0,83.0,5.4,67000.0,Unknown,4.0,2.0,Hakan Kandal,,,2.0,2013,0,2,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,890,Doludizgin Yillar,2008,7.0,83.0,6.0,117000.0,"Baris is a 19-year-old law student. He has always studied in the best schools, and all his student life has tried to win these schools. But it looks like the Peace family is moving towards becoming a young man, as the family wants, but it is not as it seems.",4.0,2.0,Gürgen Öz,Begüm Kütük,Saruhan Hünel,17.0,2008,0,2,8.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
876,891,Asli ile Kerem,2002,7.0,83.0,6.6,394000.0,"Aslý and Kerem, two young people from different parts of the society, get married one week after they meet. The differences in this young couple's lives turn into enjoyable memories thanks to their love for each other. This lovely comedy serial was watched with fun for weeks.",2.0,2.0,Melek Baykal,Seyfi Dursunoglu,Ferhat Bora,3.0,2002,0,2,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
877,892,Hirsiz Polis,2005–2007,7.0,83.0,6.5,513749.99999999977,"An impossible love story between Mavi, a thief, and Cinar, a police officer.",2.0,2.0,Gürgen Öz,Begüm Kütük,Saruhan Hünel,17.0,2005,1,2,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
878,893,Benimle Söyle,2019–2020,7.0,83.0,5.1,55000.0,Unknown,1.0,2.0,Melek Baykal,Seyfi Dursunoglu,Ferhat Bora,3.0,2019,1,2,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
879,894,Survivor 2020,2020,7.0,83.0,3.4,215000.0,Survivor 2020 is the fourteenth upcoming season of the Survivor to air in Turkey.,1.0,2.0,Nebahat Çehre,Hazal Kaya,Asli Tandogan,13.0,2020,0,2,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
880,895,Yeter Anne,2002,7.0,83.0,7.9,244000.0,"Makbule, who has a disease of forgetfulness, has two sons. Altan lives with his mother and is a man who does not have a job. No matter what he does, he can't be good to his mother either.",2.0,2.0,Hümeyra,Avni Yalçin,Özge Özpirinçci,1.0,2002,0,2,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
881,896,Akinci,2021,7.0,120.0,2.3,1300.0,The struggle of a modern hero who takes his roots in Ottoman history and protects his city and its people at the cost of his life.,22.5,2.0,Güven Hokna,Serkan Kuru,Orhan Aydin,19.0,2021,0,2,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
882,897,Klavye Delikanlilari,2017,7.0,83.0,7.4,319000.0,"Bayram and Kerem are two close friends who became asocial as they could not have had much dialogue with people since their early ages and spend all their time on the computer. They used computers to express what they could not say to the hundreds and make money on it. Cousin Volki, Bayram's cousin, has returned from America.",2.0,2.0,Yavuz Bingöl,Deniz Ugur,Ali Ersan Duru,9.0,2017,0,2,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883,898,Çifte Bela,2001,7.0,83.0,3.8,82000.0,"Fatmagül and Aysegül, who are madly jealous of their father, have no intention of losing him to anyone. Every time their dad comes out with a new candidate, they do everything they can to mess things up.",2.0,2.0,Merih Aslan,,,10.0,2001,0,2,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
