Field1_links,Dogum_Tarihi,Yas,Kariyer,Proje_Sayısı,Name
https://www.beyazperde.com/sanatcilar/sanatci-510490/,"
20 Temmuz 1988
","
Yaş 
35
",7,5,Zilan Duru
https://www.beyazperde.com/sanatcilar/sanatci-884054/,,,,,Kaan Alp Dayı
https://www.beyazperde.com/sanatcilar/sanatci-870933/,,,,,Lavinya Ünlüer
https://www.beyazperde.com/sanatcilar/sanatci-560552/,,,11,6,Ayşen Sezerel
https://www.beyazperde.com/sanatcilar/sanatci-520481/,,,16,10,Duygu Şen Benveniste
https://www.beyazperde.com/sanatcilar/sanatci-530515/,,,28,71,Ali Şen
https://www.beyazperde.com/sanatcilar/sanatci-499994/,"
26 Ekim 1978
","
Yaş 
45
",17,13,Caner Kurtaran
https://www.beyazperde.com/sanatcilar/sanatci-518842/,,,29,11,Rutkay Aziz
https://www.beyazperde.com/sanatcilar/sanatci-888191/,,,,,Ela Yörüklü
https://www.beyazperde.com/sanatcilar/sanatci-713565/,,"
Doğum tarihi 


5 Ekim 1977


",8,7,Evrim Doğan
https://www.beyazperde.com/sanatcilar/sanatci-22937/,"
18 Kasım 1960
","
Yaş 
63
",19,7,Yeşim Ustaoğlu
https://www.beyazperde.com/sanatcilar/sanatci-461841/,,,20,19,Seda Akman
https://www.beyazperde.com/sanatcilar/sanatci-818460/,,,6,4,Murat Can Oğuz
https://www.beyazperde.com/sanatcilar/sanatci-5096/,"
9 Aralık 1925
","
Ölümü 


5 Mayıs 1926


0 yaşında
(İstanbul)
",122,,Atıf Yılmaz
https://www.beyazperde.com/sanatcilar/sanatci-496314/,,,9,11,Demet Gül
https://www.beyazperde.com/sanatcilar/sanatci-734216/,,,8,11,Ekin Mert Daymaz
https://www.beyazperde.com/sanatcilar/sanatci-993973/,,,,,Onur Gökçek
https://www.beyazperde.com/sanatcilar/sanatci-960457/,,,,,Selim Can Yalçın
https://www.beyazperde.com/sanatcilar/sanatci-672403/,"
27 Mayıs 1987
","
Yaş 
36
",8,10,Berna Üçkaleler
https://www.beyazperde.com/sanatcilar/sanatci-654288/,,,19,11,Kıvanç Baruönü
https://www.beyazperde.com/sanatcilar/sanatci-543811/,,,12,8,Yunus Emre Yıldırımer
https://www.beyazperde.com/sanatcilar/sanatci-620009/,,,10,9,Haki Biçici
https://www.beyazperde.com/sanatcilar/sanatci-852471/,,,,,Osman Nail Doğan
https://www.beyazperde.com/sanatcilar/sanatci-520758/,"
6 Nisan 1980
","
Yaş 
43
",18,22,Orçun Kaptan
https://www.beyazperde.com/sanatcilar/sanatci-833083/,"
5 Ağustos 1999
","
Yaş 
24
",5,7,Atakan Hoşgören
https://www.beyazperde.com/sanatcilar/sanatci-730582/,,,,,Onur Özcan
https://www.beyazperde.com/sanatcilar/sanatci-986542/,,,,,Bülent Orçin
https://www.beyazperde.com/sanatcilar/sanatci-518905/,"
23 Mayıs 1972
","
Yaş 
51
",20,18,Burak Hakkı
https://www.beyazperde.com/sanatcilar/sanatci-893310/,,,,,Gülşah Aydın
https://www.beyazperde.com/sanatcilar/sanatci-527582/,,,20,7,Onur Büyüktopçu
https://www.beyazperde.com/sanatcilar/sanatci-521984/,"
1 Ocak 1985
","
Yaş 
38
",13,5,Zeynep Köse
https://www.beyazperde.com/sanatcilar/sanatci-429202/,,,27,24,Selim Erdoğan
https://www.beyazperde.com/sanatcilar/sanatci-604688/,"
13 Kasım 1973
","
Yaş 
50
",7,8,Özlem Tokaslan
https://www.beyazperde.com/sanatcilar/sanatci-144156/,"
15 Mart 1943
","
Yaş 
80
",56,20,Serdar Gökhan
https://www.beyazperde.com/sanatcilar/sanatci-536650/,"
25 Ağustos 1981
","
Yaş 
42
",12,15,Seçkin Özdemir
https://www.beyazperde.com/sanatcilar/sanatci-450633/,,,14,15,Doğukan Polat
https://www.beyazperde.com/sanatcilar/sanatci-536620/,"
19 Mart 1972
","
Yaş 
51
",15,13,Kamil Çetin
https://www.beyazperde.com/sanatcilar/sanatci-851804/,,,5,4,Levent Kol
https://www.beyazperde.com/sanatcilar/sanatci-828399/,,,,,Şeyma Gökşenli
https://www.beyazperde.com/sanatcilar/sanatci-190558/,,,,,Kemalettin Osmanlı
https://www.beyazperde.com/sanatcilar/sanatci-516752/,,,16,13,Serhat Teoman
https://www.beyazperde.com/sanatcilar/sanatci-994456/,,,,,Emrah Ertaş
https://www.beyazperde.com/sanatcilar/sanatci-520318/,,,,,Ayberk Koçar
https://www.beyazperde.com/sanatcilar/sanatci-254224/,,,18,17,Çağatay Tosun
https://www.beyazperde.com/sanatcilar/sanatci-537175/,,,9,13,Mine Sun
https://www.beyazperde.com/sanatcilar/sanatci-497039/,"
12 Aralık 1942
","
Ölümü 


24 Ocak 2022


79 yaşında
",50,33,Fatma Girik
https://www.beyazperde.com/sanatcilar/sanatci-535808/,,,12,10,Yağız Alp Akaydın
https://www.beyazperde.com/sanatcilar/sanatci-730101/,,,7,6,Bedran Güzel
https://www.beyazperde.com/sanatcilar/sanatci-979529/,,,,,Masal Günay
https://www.beyazperde.com/sanatcilar/sanatci-458520/,"
9 Eylül 1975
","
Yaş 
48
",15,19,İlker Kızmaz
https://www.beyazperde.com/sanatcilar/sanatci-716178/,"
26 Eylül 1991
","
Yaş 
32
",8,12,Yusuf Çim
https://www.beyazperde.com/sanatcilar/sanatci-632229/,"
4 Mayıs 1981
","
Yaş 
42
",11,8,Derya Karadaş
https://www.beyazperde.com/sanatcilar/sanatci-498623/,,,19,12,Barış Falay
https://www.beyazperde.com/sanatcilar/sanatci-782876/,,,6,4,Adnan Koç
https://www.beyazperde.com/sanatcilar/sanatci-704653/,"
9 Şubat 1988
","
Yaş 
35
",9,8,Hazal Filiz Küçükköse
https://www.beyazperde.com/sanatcilar/sanatci-523945/,,,15,7,Elif Ceren Balıkçı
https://www.beyazperde.com/sanatcilar/sanatci-515473/,"
3 Şubat 1952
","
Yaş 
71
",50,22,Fatma Karanfil
https://www.beyazperde.com/sanatcilar/sanatci-582079/,"
1 Şubat 1983
","
Yaş 
40
",11,32,Sadi Celil Cengiz
https://www.beyazperde.com/sanatcilar/sanatci-873375/,,,,,Levent Taşçı
https://www.beyazperde.com/sanatcilar/sanatci-538039/,,,17,10,Turgay Aydın
https://www.beyazperde.com/sanatcilar/sanatci-520322/,,,34,18,Buket Dereoğlu
https://www.beyazperde.com/sanatcilar/sanatci-76133/,"
19 Nisan 1974
","
Yaş 
49
",24,15,Başak Köklükaya
https://www.beyazperde.com/sanatcilar/sanatci-527743/,,,34,11,Necla Nazır
https://www.beyazperde.com/sanatcilar/sanatci-782782/,,,,,Özlem Balcı
https://www.beyazperde.com/sanatcilar/sanatci-497122/,,,32,98,Hulusi Kentmen
https://www.beyazperde.com/sanatcilar/sanatci-521554/,,,21,11,Ali Sunal
https://www.beyazperde.com/sanatcilar/sanatci-906308/,,,3,4,Ercan Uğur
https://www.beyazperde.com/sanatcilar/sanatci-717801/,,,12,10,Eylül Ezgi Yılmaz
https://www.beyazperde.com/sanatcilar/sanatci-5098/,"
21 Eylül 1950
","
Yaş 
73
",49,16,Hale Soygazi
https://www.beyazperde.com/sanatcilar/sanatci-667495/,,,,,Merve Üçer
https://www.beyazperde.com/sanatcilar/sanatci-21071/,"
25 Eylül 1961
","
Yaş 
62
",26,15,Mehmet Aslantuğ
https://www.beyazperde.com/sanatcilar/sanatci-552264/,"
13 Mart 1983
","
Yaş 
40
",17,19,Hande Katipoğlu
https://www.beyazperde.com/sanatcilar/sanatci-528903/,,,8,5,Burak Kuka
https://www.beyazperde.com/sanatcilar/sanatci-840556/,,,,,Onur Akbay
https://www.beyazperde.com/sanatcilar/sanatci-415944/,"
2 Eylül 1916
","
Ölümü 


19 Kasım 2011


95 yaşında
(İstanbul)
",25,38,Lütfi Ömer Akad
https://www.beyazperde.com/sanatcilar/sanatci-828402/,,,,,Betal Özay
https://www.beyazperde.com/sanatcilar/sanatci-620089/,"
9 Şubat 1987
","
Yaş 
36
",9,12,Tuğçe Karabacak
https://www.beyazperde.com/sanatcilar/sanatci-510685/,,,11,36,Önder Somer
https://www.beyazperde.com/sanatcilar/sanatci-719633/,,,9,17,Ali Seyhan
https://www.beyazperde.com/sanatcilar/sanatci-552871/,"
20 Ekim 1989
","
Yaş 
34
",5,7,Feriha Ecem Çalık
https://www.beyazperde.com/sanatcilar/sanatci-776737/,,,,,Tuğba Kurukoğlu
https://www.beyazperde.com/sanatcilar/sanatci-962000/,,,,,Erdal Gürbüz
https://www.beyazperde.com/sanatcilar/sanatci-529499/,,,,,Gürhan Elmalıoğlu
https://www.beyazperde.com/sanatcilar/sanatci-924189/,"
18 Eylül 1999
","
Yaş 
24
",3,7,Melisa Döngel
https://www.beyazperde.com/sanatcilar/sanatci-209704/,,,13,8,Kamil Aydın
https://www.beyazperde.com/sanatcilar/sanatci-499414/,"
3 Mayıs 1987
","
Yaş 
36
",19,27,Damla Sönmez
https://www.beyazperde.com/sanatcilar/sanatci-733568/,,,,,Ali Atlan
https://www.beyazperde.com/sanatcilar/sanatci-897617/,,,,,Sedat İnci
https://www.beyazperde.com/sanatcilar/sanatci-203253/,,,16,13,Özer Kızıltan
https://www.beyazperde.com/sanatcilar/sanatci-528516/,,,19,15,Barış Yıldız
https://www.beyazperde.com/sanatcilar/sanatci-743443/,,,,,Nilay Duru
https://www.beyazperde.com/sanatcilar/sanatci-537532/,,,17,5,Evrim Solmaz
https://www.beyazperde.com/sanatcilar/sanatci-551225/,,,,,Neşe Karaböcek
https://www.beyazperde.com/sanatcilar/sanatci-521013/,"
19 Mayıs 1981
","
Yaş 
42
",12,10,Tolga Karaçelik
https://www.beyazperde.com/sanatcilar/sanatci-804783/,,,5,7,Sahra Şaş
https://www.beyazperde.com/sanatcilar/sanatci-691861/,,,8,6,Utku Uçar
https://www.beyazperde.com/sanatcilar/sanatci-770398/,,,7,7,Tuğçe Karabayır
https://www.beyazperde.com/sanatcilar/sanatci-5100/,"
5 Mart 1945
","
Yaş 
78
",43,38,Meral Çetinkaya
https://www.beyazperde.com/sanatcilar/sanatci-529258/,,,21,19,Erkan Taşdöğen
https://www.beyazperde.com/sanatcilar/sanatci-771374/,,,,,Eda Köksal
https://www.beyazperde.com/sanatcilar/sanatci-976970/,,,,,Nergis Otluoğlu Akoğlu
https://www.beyazperde.com/sanatcilar/sanatci-520857/,"
12 Mayıs 1968
","
Yaş 
55
",24,19,Emin Gürsoy
https://www.beyazperde.com/sanatcilar/sanatci-528941/,,,19,17,Dinçer Çekmez
https://www.beyazperde.com/sanatcilar/sanatci-828483/,,,,,Yonca Şahinbaş
https://www.beyazperde.com/sanatcilar/sanatci-522054/,"
7 Ağustos 1954
","
Yaş 
69
",23,8,Melek Baykal
https://www.beyazperde.com/sanatcilar/sanatci-788137/,,,,,Zeki Atlı
https://www.beyazperde.com/sanatcilar/sanatci-132697/,,,19,8,Boncuk Yılmaz
https://www.beyazperde.com/sanatcilar/sanatci-786660/,,,,,Gamze Özpınar
https://www.beyazperde.com/sanatcilar/sanatci-647146/,"
4 Ekim 1994
","
Yaş 
29
",9,9,Melis Tüzüngüç
https://www.beyazperde.com/sanatcilar/sanatci-976156/,,,1,6,Jale Ak
https://www.beyazperde.com/sanatcilar/sanatci-538050/,,,8,10,Murat Kepez
https://www.beyazperde.com/sanatcilar/sanatci-503964/,"
19 Eylül 1987
","
Yaş 
36
",15,6,Güneş Sayın
https://www.beyazperde.com/sanatcilar/sanatci-510173/,,,25,18,Arzu Yanardağ
https://www.beyazperde.com/sanatcilar/sanatci-612417/,,,12,15,Murat Onbul
https://www.beyazperde.com/sanatcilar/sanatci-558401/,,,20,31,Aynur Aydan
https://www.beyazperde.com/sanatcilar/sanatci-528535/,,,,,Berfin Erdoğan
https://www.beyazperde.com/sanatcilar/sanatci-781153/,,,,,Emrah Şahan
https://www.beyazperde.com/sanatcilar/sanatci-142742/,"
7 Ekim 1974
","
Yaş 
49
",17,20,Numan Acar
https://www.beyazperde.com/sanatcilar/sanatci-913943/,,,,,Selin Atasoy
https://www.beyazperde.com/sanatcilar/sanatci-441259/,,,58,44,Süleyman Turan
https://www.beyazperde.com/sanatcilar/sanatci-517654/,"
2 Temmuz 1989
","
Yaş 
34
",12,11,Aras Aydın
https://www.beyazperde.com/sanatcilar/sanatci-612955/,,,,,Arzu Gamze Kılınç
https://www.beyazperde.com/sanatcilar/sanatci-1002112/,,,,,Serhat Duran
https://www.beyazperde.com/sanatcilar/sanatci-209709/,,,18,20,Ersin Korkut
https://www.beyazperde.com/sanatcilar/sanatci-504533/,,,,,Mustafa Uslu
https://www.beyazperde.com/sanatcilar/sanatci-585190/,,,,,İbrahim Aslan
https://www.beyazperde.com/sanatcilar/sanatci-765201/,,,3,4,Alper Rende
https://www.beyazperde.com/sanatcilar/sanatci-524573/,,,15,13,Begüm Akkaya
https://www.beyazperde.com/sanatcilar/sanatci-578763/,,,,,Ayşe Melike Çerçi
https://www.beyazperde.com/sanatcilar/sanatci-204136/,,,16,8,Önder Çakar
https://www.beyazperde.com/sanatcilar/sanatci-703153/,,,9,7,Neslihan Arslan
https://www.beyazperde.com/sanatcilar/sanatci-213671/,"
10 Temmuz 1977
","
Yaş 
46
",20,22,Sinan Tuzcu
https://www.beyazperde.com/sanatcilar/sanatci-490731/,,,12,11,Ahmet Kayimtu
https://www.beyazperde.com/sanatcilar/sanatci-745821/,"
8 Şubat 1990
","
Yaş 
33
",8,7,Zeynep Tuğçe Bayat
https://www.beyazperde.com/sanatcilar/sanatci-528974/,"
22 Kasım 1940
","
Yaş 
83
",59,69,Ediz Hun
https://www.beyazperde.com/sanatcilar/sanatci-476904/,,,27,26,Rıza Sönmez
https://www.beyazperde.com/sanatcilar/sanatci-515819/,,,7,6,Yahya Samancı
https://www.beyazperde.com/sanatcilar/sanatci-956155/,,,,,Bahar Balcı
https://www.beyazperde.com/sanatcilar/sanatci-76132/,"
1959
","
Yaş 
64
",24,23,Taner Birsel
https://www.beyazperde.com/sanatcilar/sanatci-710950/,,,8,5,Yiğit Ege Yazar
https://www.beyazperde.com/sanatcilar/sanatci-24152/,,,29,8,Yalçın Dümer
https://www.beyazperde.com/sanatcilar/sanatci-802127/,,,,,Çağan Atakan Arslan
https://www.beyazperde.com/sanatcilar/sanatci-182479/,"
1 Ocak 1944
","
Yaş 
79
",17,13,Engin Şenkan
https://www.beyazperde.com/sanatcilar/sanatci-526935/,,"
Doğum tarihi 


1 Ocak 1956


(İstanbul)
",31,18,Lale Mansur
https://www.beyazperde.com/sanatcilar/sanatci-869849/,"
28 Ocak 1993
","
Yaş 
30
",4,9,Ezgi Şenler
https://www.beyazperde.com/sanatcilar/sanatci-516912/,"
13 Mart 1971
","
Yaş 
52
",29,21,Günay Karacaoğlu
https://www.beyazperde.com/sanatcilar/sanatci-950311/,,,,,Nurseli Aksoy
https://www.beyazperde.com/sanatcilar/sanatci-213968/,"
20 Ekim 1975
","
Yaş 
48
",30,11,Sevinç Erbulak
https://www.beyazperde.com/sanatcilar/sanatci-854420/,,,5,6,Hakan Coşar
https://www.beyazperde.com/sanatcilar/sanatci-774418/,,,,,Hülya Koper
https://www.beyazperde.com/sanatcilar/sanatci-497043/,,,16,28,Gülşen Bubikoğlu
https://www.beyazperde.com/sanatcilar/sanatci-562925/,,,11,12,Altan Dönmez
https://www.beyazperde.com/sanatcilar/sanatci-515477/,"
1 Ocak 1945
","
Ölümü 


20 Nisan 2023


78 yaşında
",34,12,Rana Cabbar
https://www.beyazperde.com/sanatcilar/sanatci-216118/,"
29 Mayıs 1984
","
Yaş 
39
",17,13,Togan Gökbakar
https://www.beyazperde.com/sanatcilar/sanatci-483055/,"
12 Mayıs 1974
","
Yaş 
49
",15,10,Tolga Çevik
https://www.beyazperde.com/sanatcilar/sanatci-90883/,,,26,9,Ebru Ceylan
https://www.beyazperde.com/sanatcilar/sanatci-519867/,"
20 Mart 1956
","
Yaş 
67
",22,36,Ayşenil Şamlıoğlu
https://www.beyazperde.com/sanatcilar/sanatci-518901/,"
16 Eylül 1970
","
Yaş 
53
",24,12,Andaç Haznedaroğlu
https://www.beyazperde.com/sanatcilar/sanatci-655581/,,,10,6,Salih Usta
https://www.beyazperde.com/sanatcilar/sanatci-205316/,,,28,25,Cengiz Küçükayvaz
https://www.beyazperde.com/sanatcilar/sanatci-743547/,,,7,8,Ahmet Melih Yılmaz
https://www.beyazperde.com/sanatcilar/sanatci-499411/,,,18,30,Çetin Altay
https://www.beyazperde.com/sanatcilar/sanatci-825246/,"
4 Temmuz 1998
","
Yaş 
25
",4,4,Şeyda Erdoğan
https://www.beyazperde.com/sanatcilar/sanatci-49091/,"
18 Ağustos 1961
","
Ölümü 


3 Eylül 2020


59 yaşında
",20,12,Birol Ünel
https://www.beyazperde.com/sanatcilar/sanatci-735150/,"
3 Mayıs 1993
","
Yaş 
30
",8,6,Nilay Deniz
https://www.beyazperde.com/sanatcilar/sanatci-169580/,,,18,17,Hakan Boyav
https://www.beyazperde.com/sanatcilar/sanatci-829657/,,,5,6,Deniz Altan
https://www.beyazperde.com/sanatcilar/sanatci-855741/,,,,,Yaren Ada Can
https://www.beyazperde.com/sanatcilar/sanatci-516039/,"
17 Haziran 1992
","
Yaş 
31
",14,13,Ecem Uzun
https://www.beyazperde.com/sanatcilar/sanatci-1004450/,,,,,Ece Erdek Koçoğlu
https://www.beyazperde.com/sanatcilar/sanatci-504622/,,,31,25,Levent Ülgen
https://www.beyazperde.com/sanatcilar/sanatci-756903/,"
14 Mayıs 1939
","
Yaş 
84
",4,6,Çiğdem Selışık Onat
https://www.beyazperde.com/sanatcilar/sanatci-537609/,"
7 Eylül 1988
","
Yaş 
35
",11,13,Hakan Kurtaş
https://www.beyazperde.com/sanatcilar/sanatci-578732/,,,11,12,Ali Yoğurtçuoğlu
https://www.beyazperde.com/sanatcilar/sanatci-969973/,,,,,Şahin Sarsu
https://www.beyazperde.com/sanatcilar/sanatci-854423/,,,,,Aysın Işımer
https://www.beyazperde.com/sanatcilar/sanatci-521544/,"
9 Ağustos 1951
","
Ölümü 


1 Ekim 2019


68 yaşında
",13,13,Tarık Ünlüoğlu
https://www.beyazperde.com/sanatcilar/sanatci-822359/,,,,,Gülderen Güler
https://www.beyazperde.com/sanatcilar/sanatci-741729/,,,,,Ceyhun Mengiroğlu
https://www.beyazperde.com/sanatcilar/sanatci-765969/,"
8 Şubat 1986
","
Yaş 
37
",8,8,Mehmet Yılmaz Ak
https://www.beyazperde.com/sanatcilar/sanatci-89563/,"
15 Haziran 1958
","
Yaş 
65
",28,31,Ege Aydan
https://www.beyazperde.com/sanatcilar/sanatci-425879/,"
8 Ağustos 1979
","
Yaş 
44
",14,18,Bülent Emrah Parlak
https://www.beyazperde.com/sanatcilar/sanatci-530666/,,,,,Atıf Emir Benderlioğlu
https://www.beyazperde.com/sanatcilar/sanatci-510851/,,,20,23,İdil Fırat
https://www.beyazperde.com/sanatcilar/sanatci-479555/,,,30,24,Serhat Özcan
https://www.beyazperde.com/sanatcilar/sanatci-516753/,,,19,9,Emel Göksu
https://www.beyazperde.com/sanatcilar/sanatci-817974/,,,,,Ali Semi Sefil
https://www.beyazperde.com/sanatcilar/sanatci-660064/,,"
Doğum tarihi 


25 Mayıs 1984


(Ankara)
",10,14,Cihan Ercan
https://www.beyazperde.com/sanatcilar/sanatci-152245/,,,,,Zeynep Özbatur Atakan
https://www.beyazperde.com/sanatcilar/sanatci-960231/,,,,,Çağla Boz
https://www.beyazperde.com/sanatcilar/sanatci-519869/,,,12,9,Eslem Akar
https://www.beyazperde.com/sanatcilar/sanatci-805402/,,,,,Alper Babayağmur
https://www.beyazperde.com/sanatcilar/sanatci-225417/,,,,,Ali Kara
https://www.beyazperde.com/sanatcilar/sanatci-529801/,,"
Doğum tarihi 


5 Haziran 1969


(Ankara)
",27,9,Çiçek Dilligil
https://www.beyazperde.com/sanatcilar/sanatci-822089/,,,,,Alican Okumuş
https://www.beyazperde.com/sanatcilar/sanatci-546339/,,,9,11,Şenol Sönmez
https://www.beyazperde.com/sanatcilar/sanatci-515720/,,,12,8,Şafak Pekdemir
https://www.beyazperde.com/sanatcilar/sanatci-695032/,,,,,Kaan Müjdeci
https://www.beyazperde.com/sanatcilar/sanatci-142069/,,,17,10,Işıl Yücesoy
https://www.beyazperde.com/sanatcilar/sanatci-516845/,,,22,7,Ahu Yağtu
https://www.beyazperde.com/sanatcilar/sanatci-693191/,,,,,Ahu Tuğbay
https://www.beyazperde.com/sanatcilar/sanatci-536623/,,,29,16,Kamran Usluer
https://www.beyazperde.com/sanatcilar/sanatci-821579/,"
26 Haziran 1987
","
Yaş 
36
",4,7,Halil İbrahim Babür
https://www.beyazperde.com/sanatcilar/sanatci-190387/,"
10 Ağustos 1971
","
Yaş 
52
",20,15,Tim Seyfi
https://www.beyazperde.com/sanatcilar/sanatci-17582/,,,,,Mehmet Ulusoy
https://www.beyazperde.com/sanatcilar/sanatci-530774/,,,36,13,Hakan Balamir
https://www.beyazperde.com/sanatcilar/sanatci-611878/,"
26 Aralık 1991
","
Yaş 
32
",5,7,Tuğçe Kurşunoğlu
https://www.beyazperde.com/sanatcilar/sanatci-879163/,,,4,6,Halil İbrahim Kurum
https://www.beyazperde.com/sanatcilar/sanatci-948916/,,,,,Doğanay Ünal
https://www.beyazperde.com/sanatcilar/sanatci-205320/,"
14 Ocak 1959
","
Ölümü 


8 Mart 2021


62 yaşında
",35,21,Rasim Öztekin
https://www.beyazperde.com/sanatcilar/sanatci-246444/,,,17,21,Murat Şeker
https://www.beyazperde.com/sanatcilar/sanatci-764204/,,,,,Yasin Çam
https://www.beyazperde.com/sanatcilar/sanatci-552265/,,,13,21,Gökçe Özyol
https://www.beyazperde.com/sanatcilar/sanatci-516743/,"
23 Şubat 1970
","
Yaş 
53
",13,8,Engin Benli
https://www.beyazperde.com/sanatcilar/sanatci-11362/,,,42,6,Mahmut Cevher
https://www.beyazperde.com/sanatcilar/sanatci-542132/,,,,,Mert Altınışık
https://www.beyazperde.com/sanatcilar/sanatci-520923/,,,14,8,Bahadır İnce
https://www.beyazperde.com/sanatcilar/sanatci-820374/,,,5,4,Elit Andaç Çam
https://www.beyazperde.com/sanatcilar/sanatci-719342/,,,3,8,Mehmet Kurt
https://www.beyazperde.com/sanatcilar/sanatci-510645/,,,39,9,Çiğdem Tunç
https://www.beyazperde.com/sanatcilar/sanatci-814399/,,,,,Zümre Ertürk
https://www.beyazperde.com/sanatcilar/sanatci-949923/,,,1,4,Elif Güçkıran
https://www.beyazperde.com/sanatcilar/sanatci-797205/,"
26 Mayıs 1995
","
Yaş 
28
",5,8,Burak Yörük
https://www.beyazperde.com/sanatcilar/sanatci-511128/,,,14,6,Bülent Çetinaslan
https://www.beyazperde.com/sanatcilar/sanatci-822360/,,,,,Selin Dumlugöl
https://www.beyazperde.com/sanatcilar/sanatci-830028/,"
22 Nisan 2011
","
Yaş 
12
",5,5,Nisa Sofiya Aksongur
https://www.beyazperde.com/sanatcilar/sanatci-667489/,,,,,Ozan Güler
https://www.beyazperde.com/sanatcilar/sanatci-797206/,,,,,Sina Özer
https://www.beyazperde.com/sanatcilar/sanatci-504536/,,,18,16,Mahir İpek
https://www.beyazperde.com/sanatcilar/sanatci-441253/,"
15 Temmuz 1939
","
Ölümü 


22 Ekim 2015


76 yaşında
(İstanbul)
",44,14,Yılmaz Köksal
https://www.beyazperde.com/sanatcilar/sanatci-529650/,,,17,8,Merve Sevi
https://www.beyazperde.com/sanatcilar/sanatci-520534/,,,,,Bora Koçak
https://www.beyazperde.com/sanatcilar/sanatci-17573/,"
14 Mart 1920
","
Ölümü 


16 Ekim 2015


95 yaşında
(Bodrum, Türkiye)
",61,52,Memduh Ün
https://www.beyazperde.com/sanatcilar/sanatci-518339/,"
6 Temmuz 1972
","
Yaş 
51
",22,13,Levent Üzümcü
https://www.beyazperde.com/sanatcilar/sanatci-944770/,,,,,Tuğba Duygu
﻿https://www.beyazperde.com/sanatcilar/sanatci-519286/,,,39,6,Ayşe Demirel
https://www.beyazperde.com/sanatcilar/sanatci-648139/,,,,,Hakan Tepe
https://www.beyazperde.com/sanatcilar/sanatci-785441/,,,,,İhsan Karademir
https://www.beyazperde.com/sanatcilar/sanatci-855804/,,,5,4,Buse Meral
https://www.beyazperde.com/sanatcilar/sanatci-648216/,,,6,8,Özgürcan Çevik
https://www.beyazperde.com/sanatcilar/sanatci-830368/,,,5,4,Abdullah Aslan
https://www.beyazperde.com/sanatcilar/sanatci-732026/,,,8,22,Müfit Kayacan
https://www.beyazperde.com/sanatcilar/sanatci-507651/,"
26 Ocak 1978
","
Yaş 
45
",18,20,Sinan Çalışkanoğlu
https://www.beyazperde.com/sanatcilar/sanatci-459908/,,,17,6,Hayko Cepkin
https://www.beyazperde.com/sanatcilar/sanatci-529150/,,,,,Emre Aydın
https://www.beyazperde.com/sanatcilar/sanatci-794135/,,,,,Cihangir Ceyhan
https://www.beyazperde.com/sanatcilar/sanatci-507650/,,,23,10,Melike Güner
https://www.beyazperde.com/sanatcilar/sanatci-191439/,,,12,14,Saadet Işıl Aksoy
https://www.beyazperde.com/sanatcilar/sanatci-527470/,"
20 Şubat 1970
","
Ölümü 


23 Ağustos 2016


46 yaşında
(İstanbul)
",20,11,İsrafil Köse
https://www.beyazperde.com/sanatcilar/sanatci-847883/,,,,,Selin Genç
https://www.beyazperde.com/sanatcilar/sanatci-896364/,,,,,Cavidan Akyol
https://www.beyazperde.com/sanatcilar/sanatci-588313/,,,,,Su Burcu Yazgı Coşkun
https://www.beyazperde.com/sanatcilar/sanatci-217188/,,,23,21,Yavuz Bingöl
https://www.beyazperde.com/sanatcilar/sanatci-15204/,,,26,5,Deniz Gökçer
https://www.beyazperde.com/sanatcilar/sanatci-186568/,,,20,18,Tuba Ünsal
https://www.beyazperde.com/sanatcilar/sanatci-787966/,,,6,7,Mert Dikmen
https://www.beyazperde.com/sanatcilar/sanatci-723416/,,,8,18,Zeynep Kankonde
https://www.beyazperde.com/sanatcilar/sanatci-515536/,"
13 Temmuz 1976
","
Yaş 
47
",17,11,Didem İnselel
https://www.beyazperde.com/sanatcilar/sanatci-425883/,"
1 Ağustos 1983
","
Yaş 
40
",14,12,Ayça Erturan
https://www.beyazperde.com/sanatcilar/sanatci-523468/,,,16,5,Yıldız Tunç
https://www.beyazperde.com/sanatcilar/sanatci-537177/,,,36,13,Mine Çayıroğlu
https://www.beyazperde.com/sanatcilar/sanatci-522159/,,,17,11,Nihan Büyükağaç
https://www.beyazperde.com/sanatcilar/sanatci-873514/,,,,,Soner Türker
https://www.beyazperde.com/sanatcilar/sanatci-836438/,,,6,8,Yeşim Tan
https://www.beyazperde.com/sanatcilar/sanatci-169530/,"
28 Mayıs 1936
","
Yaş 
87
",56,57,Kayhan Yıldızoğlu
https://www.beyazperde.com/sanatcilar/sanatci-715782/,,,4,5,Ergül Miray Şahin
https://www.beyazperde.com/sanatcilar/sanatci-823497/,,,5,7,Ece Yaşar
https://www.beyazperde.com/sanatcilar/sanatci-398242/,"
2 Haziran 1960
","
Yaş 
63
",18,21,Mustafa Uzunyılmaz
https://www.beyazperde.com/sanatcilar/sanatci-755441/,,,,,Zeliha Gürsoy
https://www.beyazperde.com/sanatcilar/sanatci-240606/,,,22,13,Doğa Rutkay
https://www.beyazperde.com/sanatcilar/sanatci-424548/,,,23,15,Tanju Tuncel
https://www.beyazperde.com/sanatcilar/sanatci-529309/,,,61,28,Eşref Kolçak
https://www.beyazperde.com/sanatcilar/sanatci-916439/,,,3,8,Ebrar Demirbilek
https://www.beyazperde.com/sanatcilar/sanatci-254576/,"
1 Mart 1979
","
Yaş 
44
",14,19,Osman Sonant
https://www.beyazperde.com/sanatcilar/sanatci-552175/,,,,,Barış Manço
